particle_id	stage	A	Hm	P	Hr	to_stage	vA	vHm	vP	vHr
zygote_PN:0016	zygote/PN	0.0864649455630899	0.0069785950528149	0.4013522382247754	0.6868652984984072	2-cell	0.22312690385564313	0.2942294442532695	0.2108033395661938	-0.038396714099431684
zygote_PN:0017	zygote/PN	0.0864649455630899	0.0069785950528149	0.3907628460935798	0.7049087466652678	2-cell	0.22312690385564313	0.2942294442532695	0.20882310578228247	-0.05782419656478188
zygote_PN:0018	zygote/PN	0.186297420757565	0.0528200603277746	0.4020370225729052	0.6956166575150825	2-cell	0.18866411692519752	0.3197694164839952	0.21277368499498928	-0.04674538032047193
zygote_PN:0019	zygote/PN	0.186297420757565	0.0528200603277746	0.4013522382247754	0.6868652984984072	2-cell	0.18866411692519752	0.3197694164839952	0.2108033395661939	-0.038396714099431906
zygote_PN:0020	zygote/PN	0.186297420757565	0.0528200603277746	0.3907628460935798	0.7049087466652678	2-cell	0.18866411692519747	0.31976941648399504	0.20882310578228258	-0.05782419656478177
zygote_PN:0021	zygote/PN	0.7145192061862987	0.1149553713515302	0.4020370225729052	0.6956166575150825	2-cell	-0.10013025944787213	0.3660797500435018	0.2127736849949894	-0.04674538032047171
zygote_PN:0022	zygote/PN	0.7145192061862987	0.1149553713515302	0.4013522382247754	0.6868652984984072	2-cell	-0.1001302594478719	0.3660797500435017	0.2108033395661939	-0.03839671409943202
zygote_PN:0023	zygote/PN	0.7145192061862987	0.1149553713515302	0.3907628460935798	0.7049087466652678	2-cell	-0.1001302594478719	0.3660797500435017	0.2088231057822828	-0.05782419656478199
zygote_PN:0024	zygote/PN	0.3204066118752016	0.0699225076166089	0.4020370225729052	0.6956166575150825	2-cell	0.14895279646457565	0.382326488497114	0.2127736849949895	-0.04674538032047193
zygote_PN:0025	zygote/PN	0.3204066118752016	0.0699225076166089	0.4013522382247754	0.6868652984984072	2-cell	0.14895279646457565	0.382326488497114	0.21080333956619401	-0.038396714099431906
zygote_PN:0026	zygote/PN	0.3204066118752016	0.0699225076166089	0.3907628460935798	0.7049087466652678	2-cell	0.14895279646457554	0.382326488497114	0.20882310578228258	-0.05782419656478177
zygote_PN:0027	zygote/PN	0.8464275527345451	0.1205102570514876	0.4020370225729052	0.6956166575150825	2-cell	-0.21741359691145634	0.36039153734774193	0.2127736849949894	-0.04674538032047204
zygote_PN:0028	zygote/PN	0.8464275527345451	0.1205102570514876	0.4013522382247754	0.6868652984984072	2-cell	-0.21741359691145623	0.3603915373477417	0.2108033395661939	-0.038396714099431906
zygote_PN:0029	zygote/PN	0.8464275527345451	0.1205102570514876	0.3907628460935798	0.7049087466652678	2-cell	-0.21741359691145623	0.36039153734774193	0.2088231057822827	-0.05782419656478177
zygote_PN:0030	zygote/PN	0.2654352199931533	0.0469417765818669	0.4020370225729052	0.6956166575150825	2-cell	0.16331280094292533	0.3626020491787702	0.2127736849949895	-0.04674538032047182
